cycle,object,x,y,z,v,snr,noise
1,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,159,574
1,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,150,585
1,3,-0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,147,546
1,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,142,554
1,5,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,150,543
1,6,-0.012784857302904129,0.21653294563293457,-0.3579759895801544,-0.12233256548643112,142,552
2,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,160,577
2,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,151,587
2,3,0.0,0.13407933712005615,-0.3068365752696991,0.12233256548643112,152,544
2,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,143,555
2,5,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,155,543
2,6,0.0,0.21691004931926727,-0.3579759895801544,-0.12233256548643112,148,552
3,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,156,579
3,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,150,588
3,3,0.0,0.13407933712005615,-0.3068365752696991,0.12233256548643112,163,534
3,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,155,545
3,5,4.832676410675049,5.527410507202148,-4.832676410675049,0.8563279509544373,131,421
3,6,3.2217843532562256,5.361921310424805,6.175086498260498,0.8563279509544373,131,421
3,7,5.149740695953369,5.33093786239624,-4.878701686859131,0.8563279509544373,147,418
3,8,3.794546127319336,5.365277290344238,5.962857723236084,0.8563279509544373,147,418
3,9,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,145,552
3,10,-0.012784857302904129,0.21653294563293457,-0.3579759895801544,-0.12233256548643112,141,559
4,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,164,573
4,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,155,585
4,3,0.0,0.13407933712005615,-0.3068365752696991,0.12233256548643112,165,533
4,4,0.012784857302904129,0.16711078584194183,-0.38354572653770447,0.12233256548643112,155,547
4,5,5.101158142089844,5.021768569946289,-5.101158142089844,0.8563279509544373,131,429
4,6,3.2217843532562256,5.923974514007568,5.638122081756592,0.8563279509544373,131,429
4,7,5.420779705047607,4.778678894042969,-5.149740695953369,0.8563279509544373,141,429
4,8,3.5235071182250977,5.5470428466796875,5.962857723236084,0.8563279509544373,141,429
4,9,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,155,540
4,10,-0.012784857302904129,0.21653294563293457,-0.3579759895801544,-0.12233256548643112,146,552
5,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,159,576
5,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,150,588
5,3,0.0,0.13407933712005615,-0.3068365752696991,0.12233256548643112,152,542
5,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,143,554
5,5,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,156,538
5,6,-0.012784857302904129,0.21653294563293457,-0.3579759895801544,-0.12233256548643112,146,552
6,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,161,574
6,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,153,585
6,3,0.0,0.10768508166074753,-0.31706446409225464,0.12233256548643112,156,538
6,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,147,549
6,5,5.420779705047607,4.468864440917969,-5.420779705047607,0.8563279509544373,124,433
6,6,3.794546127319336,5.651997089385986,5.691818714141846,0.8563279509544373,124,433
6,7,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,154,541
6,8,-0.012784857302904129,0.21653294563293457,-0.3579759895801544,-0.12233256548643112,146,551
7,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,164,570
7,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,156,582
7,3,0.0,0.13407933712005615,-0.3068365752696991,0.12233256548643112,159,537
7,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,152,549
7,5,5.369639873504639,4.733597278594971,-5.101158142089844,0.8563279509544373,119,435
7,6,3.7587482929229736,5.598676681518555,5.638122081756592,0.8563279509544373,119,435
7,7,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,155,538
7,8,-0.012784857302904129,0.21653294563293457,-0.3579759895801544,-0.12233256548643112,150,548
8,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,161,573
8,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,154,584
8,3,0.0,0.10768508166074753,-0.31706446409225464,0.12233256548643112,156,540
8,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,149,550
8,5,5.420779705047607,4.468864440917969,-5.420779705047607,0.8563279509544373,128,438
8,6,4.3366241455078125,5.247603893280029,5.691818714141846,0.8563279509544373,128,438
8,7,-0.010227886028587818,0.17322637140750885,-0.286380797624588,-0.12233256548643112,151,544
8,8,0.0,0.21691004931926727,-0.3579759895801544,-0.12233256548643112,145,554
9,1,-0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,158,577
9,2,0.0,0.19425027072429657,-0.37076085805892944,0.0,149,589
9,3,0.0,0.13407933712005615,-0.3068365752696991,0.12233256548643112,161,536
9,4,0.0,0.16759911179542542,-0.38354572653770447,0.12233256548643112,150,550
9,5,5.638122081756592,4.079256534576416,-5.369639873504639,0.8563279509544373,117,438
