cycle,object,x,y,z,v,snr,noise
1,1,-0.05625337362289429,0.9191235303878784,0.0,0.0,149,657
1,2,-0.11250674724578857,0.7954686880111694,-0.4500269889831543,0.0,149,657
1,3,-0.09205097705125809,0.8128858208656311,-0.5829895734786987,0.0,161,656
1,4,0.0,1.0040876865386963,0.03068365901708603,0.0,161,656
1,5,0.033240631222724915,1.0872536897659302,-0.033240631222724915,0.0,123,655
1,6,-0.06648126244544983,0.8590313196182251,-0.6648126244544983,0.0,123,655
1,7,-0.05625337362289429,0.9186930060386658,-0.028126686811447144,0.12233256548643112,150,617
1,8,-0.11250674724578857,0.7788862586021423,-0.47815367579460144,0.12233256548643112,150,617
1,9,-0.06136731803417206,0.7929520010948181,-0.613673210144043,0.12233256548643112,161,616
1,10,0.03068365901708603,1.0040876865386963,0.0,0.12233256548643112,161,616
1,11,0.033240631222724915,1.0872536897659302,-0.033240631222724915,0.12233256548643112,124,615
1,12,-0.06648126244544983,0.8322453498840332,-0.698053240776062,0.12233256548643112,124,615
1,13,-0.08438006043434143,0.9165377020835876,0.028126686811447144,-0.12233256548643112,149,618
1,14,-0.11250674724578857,0.7954686880111694,-0.4500269889831543,-0.12233256548643112,149,618
1,15,-0.09205097705125809,0.8340374231338501,-0.5523058772087097,-0.12233256548643112,161,617
1,16,0.0,1.0040876865386963,0.03068365901708603,-0.12233256548643112,161,617
1,17,-0.06648126244544983,0.8837575912475586,-0.6315720081329346,-0.12233256548643112,123,616
1,18,0.0,1.0882694721221924,0.0,-0.12233256548643112,123,616
2,1,-0.05625337362289429,0.9191235303878784,0.0,0.0,149,657
2,2,-0.11250674724578857,0.7954686880111694,-0.4500269889831543,0.0,149,657
2,3,-0.09205097705125809,0.8128858208656311,-0.5829895734786987,0.0,161,656
2,4,0.0,1.0040876865386963,0.03068365901708603,0.0,161,656
2,5,0.033240631222724915,1.0872536897659302,-0.033240631222724915,0.0,124,655
2,6,-0.06648126244544983,0.8590313196182251,-0.6648126244544983,0.0,124,655
2,7,-0.05625337362289429,0.9186930060386658,-0.028126686811447144,0.12233256548643112,149,618
2,8,-0.11250674724578857,0.7788862586021423,-0.47815367579460144,0.12233256548643112,149,618
2,9,-0.06136731803417206,0.7929520010948181,-0.613673210144043,0.12233256548643112,160,618
2,10,0.03068365901708603,1.0040876865386963,0.0,0.12233256548643112,160,618
2,11,0.033240631222724915,1.0872536897659302,-0.033240631222724915,0.12233256548643112,124,616
2,12,-0.06648126244544983,0.8322453498840332,-0.698053240776062,0.12233256548643112,124,616
2,13,-0.05625337362289429,0.9191235303878784,0.0,-0.12233256548643112,149,619
2,14,-0.11250674724578857,0.7954686880111694,-0.4500269889831543,-0.12233256548643112,149,619
2,15,-0.09205097705125809,0.8340374231338501,-0.5523058772087097,-0.12233256548643112,161,617
2,16,0.0,1.0040876865386963,0.03068365901708603,-0.12233256548643112,161,617
2,17,-0.06648126244544983,0.8837575912475586,-0.6315720081329346,-0.12233256548643112,123,616
2,18,0.0,1.0882694721221924,0.0,-0.12233256548643112,123,616
3,1,-0.05625337362289429,0.9191235303878784,0.0,0.0,150,656
3,2,-0.11250674724578857,0.7954686880111694,-0.4500269889831543,0.0,150,656
3,3,-0.09205097705125809,0.8128858208656311,-0.5829895734786987,0.0,161,656
3,4,0.0,1.0040876865386963,0.03068365901708603,0.0,161,656
